出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"115/05/01","115/3","3042","晶技","電子零組件業","1108321","1014184","1079620","9.282043495065984","2.6584353754098666","3339208","3166430","5.456555174123539","-"
"115/05/01","115/3","3043","科風","其他電子業","73893","60726","89444","21.682640055330502","-17.38629757166495","187865","255580","-26.494639643164568","-"
"115/05/01","115/3","3044","健鼎","電子零組件業","7317712","5897587","5883129","24.079763469364675","24.38469392733017","20964231","17127750","22.39921180540351","-"
"115/05/01","115/3","3045","台灣大","通信網路業","17109290","15523555","16177374","10.215024844502436","5.760613558170813","49778303","48167353","3.3444852159511442","-"
"115/05/01","115/3","3046","建碁","電腦及週邊設備業","838124","393731","821914","112.86716057409754","1.9722258046462282","1818011","1797728","1.1282574449527403","-"
"115/05/01","115/3","3047","訊舟","通信網路業","262106","215826","551901","21.443199614504277","-52.50851149028539","760725","1270284","-40.113785578658","係子公司亞洲客戶出貨減少所致。"
"115/05/01","115/3","3048","益登","電子通路業","12463552","9591029","9836374","29.950102330000252","26.708805500888843","33502237","28582753","17.211372186576988","-"
"115/05/01","115/3","3049","精金","光電業","63089","29502","116220","113.84651888007593","-45.7158836689038","250888","336342","-25.40687752347313","-"
"115/05/01","115/3","3050","鈺德","光電業","98773","81888","113753","20.61962680734662","-13.168883458018689","279044","302192","-7.660030708953248","-"
"115/05/01","115/3","3051","力特","光電業","138631","107078","162931","29.467304208147333","-14.914288870748967","376380","457400","-17.713161346742456","-"
"115/05/01","115/3","3052","夆典","建材營造","261071","268420","216507","-2.737873481856792","20.583168211651355","871124","768209","13.396744896245684","-"
"115/05/01","115/3","3054","立萬利","食品工業","64646","57808","5427","11.828812621090506","1091.1921872120877","135881","18272","643.6569614711033","主係因本期產品結構改變致銷售金額增加。"
"115/05/01","115/3","3055","蔚華科","電子通路業","27380","8167","22946","235.25162238275988","19.323629390743484","84070","66498","26.42485488285362","-"
"115/05/01","115/3","3056","富華新","建材營造","76093","95423","178053","-20.25717070307997","-57.26384840468849","284525","3330482","-91.4569422684164","營收減少係因無建案交屋"
"115/05/01","115/3","3057","喬鼎","電腦及週邊設備業","74476","40224","37314","85.15314240254574","99.59264619177789","167729","135201","24.0589936464967","營收增加主因去年同期基期偏低（YoY+99%），且2月受春節工作天數少影響，3月恢復正常出貨並適逢季末專案結算，帶動營收反彈。"
"115/05/01","115/3","3058","立德","電子零組件業","288917","170727","310538","69.22748012909499","-6.962432938963992","776692","807469","-3.8115395142104527","-"
"115/05/01","115/3","3059","華晶科","光電業","707901","637401","727329","11.060541166392898","-2.671143320285593","2020291","1853202","9.016232445248818","-"
"115/05/01","115/3","3060","銘異","電腦及週邊設備業","338804","337276","355480","0.45304142601311687","-4.6911218633959715","1081252","1006472","7.429913599186068","-"
"115/05/01","115/3","3062","建漢","通信網路業","373506","221475","285339","68.64476803250932","30.899035883633154","1111984","869731","27.85378467595153","-"
"115/05/01","115/3","3090","日電貿","電子零組件業","1560605","1324902","1163684","17.790221465436687","34.10900210022652","4492391","3795673","18.35558542582567","-"
"115/05/01","115/3","3092","鴻碩","電子零組件業","169153","102746","158388","64.63219979366593","6.7966007525822665","417460","457199","-8.691838783549395","-"
"115/05/01","115/3","3094","聯傑","半導體業","16498","14622","18628","12.82998221857475","-11.43439982821559","47205","51593","-8.505029752098153","-"
"115/05/01","115/3","3130","一零四","數位雲端","261639","175079","238080","49.44053827129467","9.895413306451612","643703","616764","4.367797082838817","-"
"115/05/01","115/3","3135","凌航","半導體業","1430288","981428","594701","45.73539780809188","140.50539682966735","3957692","1423820","177.96294475425265","市場價格上漲及需求增加。"
"115/05/01","115/3","3138","耀登","通信網路業","159440","117055","120665","36.20947417880483","32.13442174615672","392194","322986","21.427554135473365","-"
"115/05/01","115/3","3149","正達","光電業","143103","173520","191136","-17.52939142461964","-25.130273731793068","590082","470677","25.368777314379074","-"
"115/05/01","115/3","3150","鈺寶-創","半導體業","36496","21808","29924","67.3514306676449","21.962304504745354","81088","85922","-5.626032913572775","-"
"115/05/01","115/3","3164","景岳","生技醫療業","38270","16413","43777","133.16882958630353","-12.579665120953926","89170","99452","-10.338655833970156","-"
"115/05/01","115/3","3167","大量","電機機械","773478","571184","313349","35.416608308355976","146.8423387341271","1946206","843436","130.74732404118393","主係因客戶需求量增加所致"
"115/05/01","115/3","3168","眾福科","光電業","339151","259736","306436","30.575276434533528","10.675964964951898","869660","816384","6.52585058011916","-"
"115/05/01","115/3","3189","景碩","半導體業","3939324","3204487","3150041","22.931501984561024","25.056277045282904","11104965","8619744","28.83172632505095","-"
"115/05/01","115/3","3209","全科","電子通路業","6810457","4213957","6089153","61.61667050707921","11.845719757739705","17067413","14364998","18.812498268360358","-"
"115/05/01","115/3","3229","晟鈦","電子零組件業","152118","80764","87911","88.34876925362785","73.03636632503327","342922","235219","45.788392944447516","本月因客戶需求增加，出貨量增加"
"115/05/01","115/3","3231","緯創","電腦及週邊設備業","333043315","284893080","152984771","16.90115990181299","117.69703796203349","846303026","346485069","144.25382266616515","主係客戶需求增加，較去年同期成長。"
"115/05/01","115/3","3257","虹冠電","半導體業","48056","34409","74557","39.661135168124616","-35.54461687031399","130520","195952","-33.391851065567074","-"
"115/05/01","115/3","3266","昇陽","建材營造","193587","96318","84218","100.9873543885878","129.86416205561756","508760","250991","102.700495236881","因營建收入受政策、全部完工法及建案規模不同等影響，故營收波動較大。"
"115/05/01","115/3","3296","勝德","電子零組件業","119567","88671","141452","34.843409908538305","-15.471679438961626","333302","379225","-12.109697409189796","-"
"115/05/01","115/3","3305","昇貿","其他電子業","1379707","1159710","798705","18.970001120969897","72.74300273567837","3725262","2328501","59.98541550980652","銷售量增加及原料價格上漲"
"115/05/01","115/3","3308","聯德","電子零組件業","530","523","560","1.338432122370937","-5.357142857142857","1568","1636","-4.156479217603912","-"
"115/05/01","115/3","3311","閎暉","通信網路業","197542","161377","224216","22.410256728034355","-11.896564027544867","527357","607512","-13.193978061338706","-"
"115/05/01","115/3","3312","弘憶股","電子通路業","2201956","1443742","2132364","52.51727801781759","3.2636079018403987","5660657","5707162","-0.8148533369124619","-"
"115/05/01","115/3","3321","同泰","電子零組件業","180162","104904","168698","71.73987645847632","6.795575525495264","440905","456986","-3.518926181546043","-"
"115/05/01","115/3","3338","泰碩","電子零組件業","354918","196705","337369","80.43161078772782","5.201722742753484","859457","937577","-8.33211565556749","-"
"115/05/01","115/3","3346","麗清","汽車工業","627008","363281","707758","72.59586931328641","-11.409267009345003","1694217","2049249","-17.324981005236552","-"
"115/05/01","115/3","3356","奇偶","光電業","111633","89237","100927","25.097213039434315","10.607666927581322","281264","260272","8.065408495727546","-"
"115/05/01","115/3","3376","新日興","電子零組件業","805570","676266","891105","19.120286987664617","-9.598756599951745","2352701","2805533","-16.140676299298566","-"
"115/05/01","115/3","3380","明泰","通信網路業","2497667","1288857","1659723","93.78930323534729","50.486978851290246","5314548","4524158","17.470433172316262","主係市場需求提升，致公司營收成長"
"115/05/01","115/3","3406","玉晶光","光電業","2164171","1461282","1893079","48.10084569576577","14.320163078244489","6140248","5321347","15.388979519659214","-"
"115/05/01","115/3","3413","京鼎","半導體業","2023006","1647946","1595834","22.759240897456593","26.767947042110897","5561563","4869371","14.215224101839848","-"
"115/05/01","115/3","3416","融程電","電腦及週邊設備業","351686","290450","309238","21.083146841108626","13.726644202846998","946676","800867","18.20639382069682","-"
"115/05/01","115/3","3419","譁裕","通信網路業","167259","100721","166529","66.06169517776829","0.4383620870839313","435723","413277","5.431224094251555","-"
"115/05/01","115/3","3432","台端","電子零組件業","29905","16451","7523","81.7822624764452","297.5142895121627","67584","14226","375.073808519612","主係因增加新產品出貨所致"
"115/05/01","115/3","3437","榮創","光電業","121231","94618","154881","28.126783487285717","-21.726357655232082","348481","455029","-23.415650431071427","-"
"115/05/01","115/3","3443","創意","半導體業","3860470","3351500","2892233","15.186334477099805","33.477143784750396","11447812","7023644","62.989638996509505","主要為晶圓產品收入增加"
"115/05/01","115/3","3447","展達","通信網路業","296514","303975","270305","-2.454478164322724","9.696084053199163","823559","756488","8.866102304332653","-"
"115/05/01","115/3","3450","聯鈞","半導體業","727713","607616","977959","19.765279386981252","-25.58859829502055","2086881","2758002","-24.333593666719604","-"
"115/05/01","115/3","3481","群創","光電業","24976861","19540242","18765253","27.822679985232526","33.101648030005244","66656445","55932281","19.17347872867906","-"
"115/05/01","115/3","3494","誠研","電腦及週邊設備業","98456","74554","84444","32.05998336776028","16.59324522760646","248181","210813","17.725662079663017","-"
"115/05/01","115/3","3501","維熹","電子零組件業","465389","309149","531749","50.53873698443145","-12.479572128955578","1259960","1462388","-13.842290828425835","-"
"115/05/01","115/3","3504","揚明光","光電業","282011","179404","231972","57.19326213462353","21.57113789595296","684957","650049","5.370056718801198","-"
"115/05/01","115/3","3515","華擎","電腦及週邊設備業","4930284","1800741","3179611","173.79195564492616","55.0593453098508","13366639","10462205","27.761203302745454","“本年累計營業收入淨額”採年平均匯率計算,“本月營業收入淨額”採該月平均匯率計算,故累計營收淨額與各月營收淨額加總會有差異"
"115/05/01","115/3","3518","柏騰","其他電子業","19282","13846","32274","39.26043622706919","-40.25531387494578","61943","74050","-16.349763673193788","-"
"115/05/01","115/3","3528","安馳","電子通路業","1363557","681191","586610","100.17249200297714","132.44694089770036","3501682","1726137","102.86234522520519","AI伺服器應用帶動測試相關需求增加及工控需求上升。"
"115/05/01","115/3","3530","晶相光","半導體業","193389","134239","126871","44.06320070918287","52.42963324952117","541943","346515","56.39813572284028","因監控系列產品營收較去年同期大幅成長所致。"
"115/05/01","115/3","3532","台勝科","半導體業","1192555","1000930","1030059","19.14469543324708","15.775407039790924","3308768","2984378","10.869601638934478","-"
"115/05/01","115/3","3533","嘉澤","電子零組件業","3543998","2320003","2871847","52.758336950426354","23.40483319619743","9384082","7757573","20.966725031140538","-"
"115/05/01","115/3","3535","晶彩科","光電業","42346","131154","46670","-67.71276514631654","-9.265052496250268","325299","50909","538.9813196094993","本公司以銷售機台為主，115年3月出售機台較去年同期少，但115年累計出售機台較去年同期增加，此為產業特性，尚屬正常。"
"115/05/01","115/3","3543","州巧","光電業","294077","215342","322486","36.56276991947693","-8.809374670528333","836726","890413","-6.029449255570168","-"
"115/05/01","115/3","3545","敦泰","半導體業","900490","725049","1051535","24.197123228912805","-14.364238945921914","2473850","2992570","-17.333596206605026","-"
"115/05/01","115/3","3550","聯穎","電子零組件業","459184","172909","353468","165.56396717348431","29.90822365815293","1007809","828723","21.609874469515145","-"
"115/05/01","115/3","3557","嘉威","居家生活","463797","401570","723662","15.4959284807132","-35.90972028377889","1431210","2000496","-28.45724260383425","-"
"115/05/01","115/3","3563","牧德","光電業","338514","285091","304683","18.73892897355581","11.103671684997193","863663","791795","9.076591794593298","-"
"115/05/01","115/3","3576","聯合再生","光電業","264035","136090","450473","94.01499008009405","-41.38716415856222","520029","978858","-46.873908166455195","-"
"115/05/01","115/3","3583","辛耘","半導體業","1053411","1049403","993079","0.3819314410193224","6.075246782985039","3120322","2813530","10.904166651857276","-"
"115/05/01","115/3","3588","通嘉","半導體業","151269","111174","117510","36.06508716066706","28.728618840949707","397055","344790","15.158502276748166","-"
"115/05/01","115/3","3591","艾笛森","光電業","201467","178751","180485","12.708180653534805","11.625342826273652","581640","572783","1.5463098590565711","-"
"115/05/01","115/3","3592","瑞鼎","半導體業","2000222","1669379","1985726","19.81832765357657","0.7300100819549122","5437400","5826314","-6.675129421448964","-"
"115/05/01","115/3","3593","力銘","電子零組件業","55038","20757","110134","165.1539239774534","-50.02633155973632","132743","240191","-44.73439887422926","受到美伊戰爭衝擊消費及訂單延後出貨影響所致。"
"115/05/01","115/3","3596","智易","通信網路業","4525133","4025608","4451915","12.408684601183225","1.6446405647906575","12784117","12702682","0.6410850873854829","-"
"115/05/01","115/3","3605","宏致","電子零組件業","981796","781391","949951","25.64721119132419","3.3522781701371964","2821542","2577280","9.477511174571642","-"
"115/05/01","115/3","3607","谷崧","電子零組件業","248934","161427","228283","54.20840379862105","9.046227708589777","638600","643963","-0.8328118230395225","-"
"115/05/01","115/3","3617","碩天","其他電子業","1142156","822372","1068010","38.88556517002038","6.942444359135214","2925320","2868968","1.964190607911974","-"
"115/05/01","115/3","3622","洋華","光電業","106244","124903","108830","-14.938792502982315","-2.376183037765322","363419","373974","-2.822388722210635","-"
"115/05/01","115/3","3645","達邁","電子零組件業","228955","161746","184872","41.55218676196011","23.84514691245835","564138","555015","1.643739358395719","-"
"115/05/01","115/3","3652","精聯","電腦及週邊設備業","236040","176134","216812","34.01160480089023","8.868512812943933","620782","563722","10.12201049453454","-"
"115/05/01","115/3","3653","健策","電子零組件業","2163675","1268426","1820358","70.57952139107839","18.85986163161312","5305216","4752302","11.634656215030105","-"
"115/05/01","115/3","3661","世芯-KY","半導體業","1933218","826686","3618515","133.8515470202713","-46.574271489823865","4186215","10485531","-60.07627081546943","本年營收較去年同期減少，係因量產產品減少所致。"
"115/05/01","115/3","3665","貿聯-KY","其他電子業","7013696","6387852","5738989","9.797409207351704","22.21135116307071","20857368","16296705","27.98518473519647","-"
"115/05/01","115/3","3669","圓展","通信網路業","296556","206879","229803","43.34756065139526","29.047923656349134","689061","557953","23.498036572972993","-"
"115/05/01","115/3","3673","TPK-KY","光電業","6257398","4931851","5063027","26.87727183972103","23.59005788434468","17886696","13703548","30.526021436200317","-"
"115/05/01","115/3","3679","新至陞","電子零組件業","379014","233712","415980","62.17139042924625","-8.886484927159959","1027201","1213196","-15.330993508056407","-"
"115/05/01","115/3","3686","達能","半導體業","8781","7593","4723","15.645989727380481","85.91996612322676","23673","18833","25.699569903892105","本期營收相較去年同期增加，主要係本期電子零組件材料交易的品項規格不同，加上整體交易的平均價格較去年同期上升所致"
"115/05/01","115/3","3694","海華","通信網路業","1188874","731660","933691","62.489954350381325","27.330562252393992","3021746","2387634","26.558174326550887","-"
"115/05/01","115/3","3701","大眾控","電腦及週邊設備業","713431","512721","1024262","39.14604629028263","-30.34682532398937","2003778","2828134","-29.148406687943357","-"
"115/05/01","115/3","3702","大聯大","電子通路業","141648494","79683932","110167665","77.76293218060574","28.575380080897602","316500483","248833981","27.19343303839197","-"
"115/05/01","115/3","3703","欣陸","建材營造","2607602","1699693","2586309","53.41605807637026","0.8232968295745018","6361105","7402881","-14.072575258200152","-"
"115/05/01","115/3","3704","合勤控","通信網路業","2773070","1759583","2215821","57.59813546732379","25.148646934928408","6310208","7034915","-10.301574361594987","-"
"115/05/01","115/3","3705","永信","生技醫療業","620239","523507","813034","18.477689887623278","-23.713030451371036","1840865","2179486","-15.53673664341042","-"
"115/05/01","115/3","3706","神達","電腦及週邊設備業","12156647","9440329","8490733","28.773552277680153","43.175471422785286","31863922","23665159","34.644867587832394","-"
"115/05/01","115/3","3708","上緯投控","綠能環保","108332","29370","100961","268.85257065032346","7.300838937807669","188810","345573","-45.363208352504394","-"
"115/05/01","115/3","3711","日月光投控","半導體業","61576674","52096847","53748213","18.196546520368113","14.565062842182307","173662152","148153262","17.21790641369746","-"
"115/05/01","115/3","3712","永崴投控","電腦及週邊設備業","1489428","1276375","1631291","16.692037998237197","-8.696363800204868","4058918","7370220","-44.928129689480095","-"
"115/05/01","115/3","3714","富采","光電業","1891516","1464736","2023165","29.136991239376925","-6.507081725909652","5245484","5631755","-6.858803339278786","-"
"115/05/01","115/3","3715","定穎投控","電子零組件業","2154370","1620477","1518153","32.94665706455568","41.90730446799499","5636370","4545406","24.001464335639106","-"
"115/05/01","115/3","3716","中化控股","生技醫療業","727740","621628","726875","17.070016151138624","0.11900257953568358","2229597","2252989","-1.0382651668516802","-"
"115/05/01","115/3","3717","聯嘉投控","汽車工業","679322","606334","0","12.037589843221722","","1850293","0","","聯嘉光電投控（公司代號：3717）於114年8月份起100%認列聯嘉光電（原公司代號：6288）的營收。"
"115/05/01","115/3","4104","佳醫","生技醫療業","841634","695983","731508","20.927378973336992","15.054654221143172","2342937","2147878","9.081474832369436","-"
"115/05/01","115/3","4106","雃博","生技醫療業","207901","188302","194383","10.408280315663136","6.954311848258335","583212","556274","4.842577578675257","-"
"115/05/01","115/3","4108","懷特","生技醫療業","9859","9223","12546","6.89580396834002","-21.417184760082893","34517","30539","13.025966796555224","第一季累計營收較去年同期成長13%，業務持續推展中"
"115/05/01","115/3","4119","旭富","生技醫療業","127606","118509","168756","7.676210245635352","-24.384318187205196","375798","360292","4.303731417849966","-"
"115/05/01","115/3","4133","亞諾法","生技醫療業","34395","27814","35878","23.66074638671173","-4.1334522548637045","87906","90498","-2.8641516939600877","-"
"115/05/01","115/3","4137","麗豐-KY","生技醫療業","343518","195922","331402","75.33406151427609","3.6559827641354006","918059","797818","15.071231784692749","-"
"115/05/01","115/3","4142","國光生","生技醫療業","65485","5849","2973","1019.5930928363823","2102.6572485704673","82316","72104","14.162875846000222","累計及當月月營收較去年同期增加主因為外銷勞務增加所致。"
"115/05/01","115/3","4148","全宇生技-KY","生技醫療業","213712","174096","262616","22.755261464938883","-18.621866146769428","532890","548932","-2.9224020461550793","-"
"115/05/01","115/3","4155","訊映","生技醫療業","146216","105941","163176","38.016443114563764","-10.3936853458842","383644","413480","-7.215826642159234","-"
"115/05/01","115/3","4164","承業醫","生技醫療業","577067","268691","558315","114.76975410415682","3.358677449110269","1160489","1004800","15.49452627388535","-"
"115/05/01","115/3","4169","泰宗","生技醫療業","61779","45848","56624","34.74742627813645","9.103913534896863","172891","155293","11.332127011520159","-"
"115/05/01","115/3","4178","永笙-KY","生技醫療業","27781","29082","38128","-4.473557526992641","-27.137536718422158","87809","104214","-15.741646995605198","-"
"115/05/01","115/3","4190","佐登-KY","生技醫療業","208898","138335","209979","51.008783026710525","-0.5148133861005149","554213","601010","-7.786392905276118","-"
"115/05/01","115/3","4306","炎洲","塑膠工業","1241633","799288","1080099","55.34237971794897","14.95548093276635","3266823","2999371","8.916936250967286","-"
"115/05/01","115/3","4414","如興","紡織纖維","995456","1137585","913361","-12.493923530988893","8.988231378392552","3296426","3284902","0.35081716288644227","-"
"115/05/01","115/3","4426","利勤","紡織纖維","85224","52697","83247","61.72457635159497","2.37486035532812","217182","231108","-6.025754192844904","-"
"115/05/01","115/3","4438","廣越","紡織纖維","960944","772311","914980","24.424487026599387","5.023497781372271","2772556","2756948","0.5661332749112424","-"
"115/05/01","115/3","4439","冠星-KY","紡織纖維","872017","400746","791355","117.59842893004547","10.192896993132033","1813533","1776469","2.086385971272226","-"
"115/05/01","115/3","4440","宜新實業","紡織纖維","116431","72752","73356","60.03821200791731","58.720486395114236","294726","227118","29.767785908646605","去年因關稅導致營收偏低，客戶需求持續回補"
"115/05/01","115/3","4441","振大環球","紡織纖維","602614","586105","544476","2.816730790558006","10.677789287314775","1889968","1509501","25.20481934096102","-"
"115/05/01","115/3","4526","東台","電機機械","457427","260616","693718","75.51761979310557","-34.0615350906276","1075681","1520148","-29.238403102855774","-"
"115/05/01","115/3","4532","瑞智","電機機械","2287991","1789302","2367041","27.870588642945684","-3.3396126218346027","6041396","6626688","-8.832345811361574","-"
"115/05/01","115/3","4536","拓凱","運動休閒","854198","560998","927946","52.26400094117982","-7.94744521771741","2316961","2401677","-3.5273685845348894","-"
"115/05/01","115/3","4540","全球傳動","電機機械","346896","172266","198168","101.37229633241614","75.05147147874531","788261","471680","67.11774932157395","傳動系統元件產品訂單需求上升，使本期營業收入增加。"
"115/05/01","115/3","4545","銘鈺","電子零組件業","157478","174370","207180","-9.687446235017491","-23.98976735206101","528259","595636","-11.311774305112518","-"
"115/05/01","115/3","4551","智伸科","汽車工業","782132","659173","651140","18.65352494716865","20.117332678072305","2271946","2009115","13.08192910808988","-"
"115/05/01","115/3","4552","力達-KY","電機機械","320145","139482","341046","129.52423968684133","-6.128498794883974","739578","783490","-5.604666300782397","-"
"115/05/01","115/3","4555","氣立","電機機械","134206","127706","142103","5.0898156703678765","-5.5572366522874255","405227","378214","7.142252798680112","-"
"115/05/01","115/3","4557","永新-KY","汽車工業","230422","220583","332155","4.460452528073333","-30.628170583010945","763384","1063882","-28.24542571450593","-"
"115/05/01","115/3","4560","強信-KY","電機機械","178821","127914","174777","39.79783291899245","2.3138055922690057","451565","438403","3.0022604772321357","-"
"115/05/01","115/3","4562","穎漢","電機機械","72816","33043","68645","120.36740005447447","6.076189088790152","176779","193079","-8.442140263829831","-"
"115/05/01","115/3","4564","元翎","電機機械","46462","64292","92143","-27.732843899707586","-49.576202207438435","193642","307896","-37.10798451425156","本月及本年累計營收皆較去年同期減少，主要係因氣體發生器之出貨量減少所致。"
"115/05/01","115/3","4566","時碩工業","電機機械","466952","379804","414675","22.945519267832882","12.606740218243203","1354549","1252349","8.16066447931048","-"
"115/05/01","115/3","4569","六方科-KY","汽車工業","179091","143058","163562","25.187686113324666","9.494259057727344","499360","468598","6.564688709725607","-"
"115/05/01","115/3","4571","鈞興-KY","電機機械","264368","186417","285379","41.81539237301319","-7.362489881876382","783926","854824","-8.293871019063573","-"
"115/05/01","115/3","4572","駐龍","電機機械","64032","62395","58426","2.623607660870262","9.595043302639237","182818","171889","6.358173006998703","-"
"115/05/01","115/3","4576","大銀微系統","電機機械","321496","255227","215041","25.964729436932615","49.50451309285206","855044","587785","45.4688363942598","-"
"115/05/01","115/3","4581","光隆精密-KY","汽車工業","100426","84923","96525","18.255360738551392","4.041440041440041","279274","283043","-1.3315997922577134","-"
"115/05/01","115/3","4583","台灣精銳","電機機械","312129","249327","299100","25.18860773201458","4.356068204613842","858339","811862","5.724741396936918","-"
"115/05/01","115/3","4585","達明","其他電子業","208179","138428","203845","50.3879272979455","2.126125242218352","483436","495491","-2.432940255221588","-"
"115/05/01","115/3","4588","玖鼎電力","其他電子業","104692","11388","73890","819.3185809624166","41.68629043172283","219356","154429","42.04326907510895","-"
"115/05/01","115/3","4590","富田-創","電機機械","107606","80678","142929","33.377128833139146","-24.713669024480687","267545","360657","-25.817327821170807","-"
"115/05/01","115/3","4720","德淵","化學工業","383561","190930","306458","100.89090242497251","25.159401940885864","943906","917927","2.8301814850200504","-"
"115/05/01","115/3","4722","國精化","化學工業","315780","228239","353815","38.354970009507575","-10.749968203722284","887234","916814","-3.2263905219597433","-"
"115/05/01","115/3","4736","泰博","生技醫療業","444129","262114","298666","69.44115919027598","48.70423817910308","1074404","976788","9.993570764587608","-"
"115/05/01","115/3","4737","華廣","生技醫療業","167488","110554","159902","51.498815058704345","4.744155795424698","405264","481441","-15.82270724761705","-"
"115/05/01","115/3","4739","康普","化學工業","814732","667186","400126","22.114672669990078","103.61886005908138","2370728","1053648","125.00189816712982","本月營收及累計營收較去年同期增加，主係動力電池材料銷售增加。"
"115/05/01","115/3","4746","台耀","生技醫療業","455951","232724","484948","95.919200426256","-5.979403977333653","1064006","1143721","-6.9697942068039325","-"
"115/05/01","115/3","4755","三福化","化學工業","386829","332099","416458","16.480025534554454","-7.11452295309491","1140078","1161310","-1.8282801319199868","-"
"115/05/01","115/3","4763","材料*-KY","化學工業","977066","749568","1517287","30.350548582650273","-35.60440444029376","2711414","4154281","-34.73205110583516","-"
"115/05/01","115/3","4764","雙鍵","化學工業","334625","233067","222686","43.57459442992788","50.26764143233073","822846","660066","24.661170246611704","主係客戶需求提升及因應市場波動備貨增加所致"
"115/05/01","115/3","4766","南寶","化學工業","2392704","1478450","2038604","61.838682403868916","17.369729481547175","5836439","5554475","5.076339348003186","-"
"115/05/01","115/3","4770","上品","化學工業","486888","207263","424093","134.91312969512165","14.806893770941752","1058605","965850","9.603458093906921","-"
"115/05/01","115/3","4771","望隼","生技醫療業","348088","314685","294579","10.614741725852838","18.164567060109512","1030727","810535","27.16625438753416","-"
"115/05/01","115/3","4807","日成-KY","貿易百貨","248344","175040","154095","41.878427787934186","61.16291897855219","614904","525715","16.965275862396926","03月營收說明：由於客戶需求增加，本年度累計營收較去年同期成長61.16%"
"115/05/01","115/3","4904","遠傳","通信網路業","9136324","9005133","8814995","1.4568468894351698","3.6452544783065672","27804510","26042307","6.766693135135839","-"
"115/05/01","115/3","4906","正文","通信網路業","1090228","876526","1812032","24.38056600716921","-39.83395436725179","3102025","5155138","-39.82653810625438","-"
"115/05/01","115/3","4912","聯德控股-KY","電子零組件業","553232","534424","508019","3.5193030253132345","8.899863981465261","1740530","1528676","13.858659388909095","-"
"115/05/01","115/3","4915","致伸","電子零組件業","5617706","4241461","5410698","32.44742790279104","3.8259019446289555","15918649","14768131","7.790545736627066","-"
"115/05/01","115/3","4916","事欣科","電腦及週邊設備業","403100","351831","331589","14.57205305956553","21.566155692740107","1057619","856815","23.436097640680895","-"
"115/05/01","115/3","4919","新唐","半導體業","3139388","2384376","3341893","31.664972303026033","-6.059589579917729","7987921","8364490","-4.501995937588544","-"
"115/05/01","115/3","4927","泰鼎-KY","電子零組件業","912341","910058","1021142","0.25086313180039077","-10.654835468524455","2758842","3136725","-12.047055447959258","3月份自結數"
"115/05/01","115/3","4930","燦星網","電器電纜","383912","352891","584024","8.79053305411586","-34.26434530087805","1399643","1742365","-19.669931386362787","-"
"115/05/01","115/3","4934","太極","光電業","13661","11497","5418","18.822301469948684","152.14101144333702","38377","16468","133.03983483118776","受惠於子公司營收挹注，本月及本年累計營收較去年同期成長。"
"115/05/01","115/3","4935","茂林-KY","光電業","388325","240647","540210","61.3670646216242","-28.115917883785936","1045467","1392504","-24.921795556781166","-"
"115/05/01","115/3","4938","和碩","電腦及週邊設備業","83964774","67982207","84633627","23.509926648895057","-0.7902922558193093","244105210","272433483","-10.398234713315324","-"
"115/05/01","115/3","4942","嘉彰","光電業","451779","349318","518125","29.331726392570665","-12.805018094089265","1340640","1416529","-5.357391200603729","-"
"115/05/01","115/3","4943","康控-KY","電子零組件業","201757","151149","137920","33.48219306776757","46.28552784222738","531722","371577","43.09873861945169","-"
"115/05/01","115/3","4949","有成精密","光電業","314576","255854","221164","22.9513707036044","42.236530357562714","787617","576284","36.67167577097403","-"
"115/05/01","115/3","4952","凌通","半導體業","265318","166060","240994","59.77237143201253","10.093197341012639","586800","526188","11.519076831854774","-"
"115/05/01","115/3","4956","光鋐","光電業","140934","95245","125167","47.96997217701717","12.596770714325661","360756","312965","15.27039764829933","-"
"115/05/01","115/3","4958","臻鼎-KY","電子零組件業","15443239","11720507","14408131","31.76255088623726","7.184193425226353","40728186","40081873","1.6124820314659447","-"
"115/05/01","115/3","4960","誠美材","光電業","612026","517873","803848","18.180712259569432","-23.862969118539823","1822834","2116494","-13.874832624141623","-"
"115/05/01","115/3","4961","天鈺","半導體業","1830710","1323320","1793830","38.34219992140979","2.0559361812434847","4501219","4661262","-3.433469305093771","-"
"115/05/01","115/3","4967","十銓","半導體業","4915564","1152052","2229355","326.6790040727328","120.49265370477112","9044806","5350298","69.05237801707494","因出貨量增加及銷售單價上漲所致"
"115/05/01","115/3","4968","立積","半導體業","330017","270124","319385","22.172409708134044","3.328897725315841","930198","849435","9.507849335146304","-"
"115/05/01","115/3","4976","佳凌","光電業","93794","73964","93163","26.81034016548591","0.6773075147859129","255023","252717","0.9124831333072172","-"
"115/05/01","115/3","4977","眾達-KY","通信網路業","87261","88234","108247","-1.1027495069927693","-19.38714236884163","208300","272989","-23.696559202019127","-"
"115/05/01","115/3","4989","榮科","電子零組件業","334731","273654","217366","22.319059834681752","53.994184923125054","977046","506900","92.74926020911423","主係銷售量增加及銅價上漲"
"115/05/01","115/3","4994","傳奇","資訊服務業","122664","99591","99809","23.167756122541192","22.898736586880943","310457","299025","3.8230917147395704","-"
